crash_id,intersection_id,int_num,direction,distance,latitude,longitude
565160,3939,109340,At,0,37.3279028642301,-121.871510963749
565142,3742,84688,South,60,37.3210147916441,-121.886509759467
565162,349,24309,North,43,37.2575133776991,-121.894134233194
565157,11029,83313,At,0,37.3084860796864,-121.981161861281
565131,3658,55945,North,18,37.3336428665198,-121.874360977253
565120,6697,108162,South,36,37.3078817899242,-121.847575872971
565100,6810,17192,At,0,37.2268643921416,-121.776843743233
565107,,20184,West,,,
565102,3637,60202,At,0,37.3617366674942,-121.909637211437
565089,9911,113871,North,290,37.4292392965996,-121.940822684889
565090,12342,99538,West,88,37.3015564935704,-121.950250339054
565088,4643,104521,At,0,37.2608443567931,-121.809947022594
565135,507,4729,At,0,37.2542503106095,-121.875685863058
565110,,14002,North,233,,
565108,5232,20459,West,250,37.251278353454,-121.83169665339
565144,5232,20459,East,120,37.2512982259102,-121.830425720079
565147,11422,13727,North,50,37.2662668271469,-121.940916196139
565150,3317,107183,South,235,37.3446786360451,-121.871078051244
565156,11168,54119,At,0,37.2977691289045,-121.954455661321
565170,7353,76053,North,238,37.3657722496338,-121.850626090186
565167,,6401,South,,,
565165,12019,57177,South,93,37.2963013385236,-121.999391261416
565177,401,133055,North,580,37.283218076336,-121.864594103558
565182,5606,1231,At,0,37.3135699642685,-121.794266339312
565191,3654,103443,At,0,37.3316102285745,-121.874273157988
565183,5508,55032,East,50,37.2825873738412,-121.827693270396
565218,3824,65867,East,122,37.3298955831689,-121.898600173173
565215,177,70641,North,36,37.2757935619746,-121.911846748855
560396,4183,100539,North,726,37.3154694584924,-121.866525017517
560427,4124,4487,At,0,37.3221182391913,-121.884586593311
565143,6317,104543,South,180,37.2632129065967,-121.809983385402
565161,2792,126378,West,100,37.280213470078,-121.85461656687
565155,1831,103454,At,0,37.328087699878,-121.881697937792
565172,5521,85887,North,375,37.3159069105803,-121.843304339006
565166,5479,90133,East,25,37.2921631719714,-121.813630587338
565164,4369,108118,At,0,37.2781085881511,-121.832199420176
565176,2034,85293,North,500,37.2448862370543,-121.9192342999
565181,6778,45165,North,50,37.3024840666656,-121.824110392652
565184,2757,18809,At,0,37.3110478481914,-121.895795910507
565188,5570,64448,East,96,37.3584658691562,-121.815721586999
565209,4107,4410,East,50,37.3346887994922,-121.893676011214
565195,3098,59652,At,0,37.3580326393718,-121.887473880489
560421,,41304,,50,,
560440,5237,78396,South,127,37.2877213630165,-121.821444639853
560455,6288,104477,South,72,37.3464009276701,-121.81026263454
560434,6465,39247,At,0,37.2587716624976,-121.830905913958
560441,3629,60675,West,167,37.3488441235986,-121.900715118287
560436,3504,59080,At,0,37.3341936488306,-121.851461258608
560433,11911,110813,West,23,37.3233195954045,-121.950203549286
560464,4093,110846,At,0,37.3406416552117,-121.913401104061
560459,4634,62138,North,27,37.2525796556555,-121.797149513509
560466,,85865,,51,,
560480,3192,111693,At,0,37.347191215957,-121.885876478856
560470,5688,79397,At,0,37.3442736394323,-121.847324046764
560474,2992,62039,South,210,37.2565600053571,-121.789252153003
560482,1634,6060,At,0,37.3545979653393,-121.851753738225
560429,,4080,South,,,
560431,3469,26399,South,128,37.3684589610427,-121.853331700073
560446,5986,79683,At,0,37.3456022500016,-121.848613979399
560448,3516,87900,West,50,37.332032495434,-121.890189485608
560449,3204,15069,At,0,37.3634662814219,-121.891549131509
560447,7287,80519,East,280,37.3387713801748,-121.844790938006
560435,9641,99296,North,53,37.2817081601198,-121.994339933015
560457,3973,106479,At,0,37.3454822372035,-121.866255642205
560458,3886,6049,North,45,37.3528967683763,-121.855627136662
560465,7896,17456,East,563,37.379767676574,-121.867357086216
560468,,42415,,,,
560472,,10559,South,530,,
560477,5232,20459,West,57,37.2512863853085,-121.831033639484
560481,1745,89770,South,450,37.3371661663591,-121.858048975325
560490,8378,111077,North,40,37.3213410245487,-121.795787992144
560487,,87988,,25,,
560492,800,25156,At,0,37.2719625842431,-121.901151732756
560483,3736,59927,South,28,37.3410486557131,-121.888463934434
560485,11422,13727,At,0,37.2661561130618,-121.941017846619
560505,10878,14145,At,0,37.2746668507603,-121.933831478915
560513,11752,10020,At,0,37.2950380568001,-121.988190232956
560508,10597,45924,North,75,37.4145368343832,-121.859707758432
560520,2662,83930,At,0,37.3036156427952,-121.897311543582
560523,5368,54317,West,273,37.2978358303551,-121.796578538668
560526,3575,106358,South,100,37.3286671027712,-121.906383540394
560517,5729,6247,North,545,37.2947099336297,-121.818162859457
565137,5805,129909,West,25,37.3033160080201,-121.799704318712
565134,9718,115103,North,120,37.4063644092531,-121.942745103678
565127,4163,70454,South,232,37.318285744045,-121.913739541708
565136,12485,62237,North,105,37.3272049504563,-121.930936533279
565091,6631,65230,West,65,37.3673471035109,-121.838585829545
565104,4265,2430,At,0,37.3353210686096,-121.916539242197
565105,3331,107194,At,0,37.3487170604937,-121.864134095179
565126,3618,101881,West,50,37.3137392456012,-121.891161791258
565124,,55208,South,,,
565099,,92971,East,,,
565158,4546,106875,At,0,37.2788392055825,-121.8296827929
565146,3319,76229,East,152,37.3496888261858,-121.892831805087
565148,3428,86547,West,81,37.3628142610967,-121.875828426758
565141,4784,4234,South,195,37.319436226293,-121.86521276731
565154,1780,82862,South,42,37.270138829384,-121.920867713653
565169,12638,77747,At,0,37.3389518599089,-121.89718709554
565171,5301,19910,West,235,37.2506003602782,-121.84336941407
565163,4066,88000,North,100,37.3374053783795,-121.893510731037
565178,3522,59828,South,60,37.3280146705793,-121.878467943444
565180,,115312,West,825,,
565186,12286,101200,At,0,37.3053962165768,-121.97854561908
565190,5231,20184,West,155,37.2513721283915,-121.828379884944
565200,7939,137543,South,1139,37.2736018695817,-121.779031061301
565197,4014,96690,At,0,37.3192679376001,-121.886530983595
560398,11084,13177,At,0,37.3030143438433,-122.032244305275
560428,6982,32999,At,0,37.3508333902438,-121.827006458273
560454,3629,60675,At,0,37.3490801946119,-121.900222556139
560437,871,20569,South,21,37.2503520810998,-121.86654569124
560439,10574,14046,South,185,37.2647341426049,-121.942319290958
560432,10992,21504,South,515,37.3108141810757,-122.03226289683
560442,12252,82532,West,80,37.3230360454768,-121.995550278871
560452,9989,29523,North,30,37.4046008613473,-121.870508269912
560456,8412,17049,North,15,37.3338956977911,-121.834881275733
560460,4674,89594,West,150,37.3557278256432,-121.864191996985
560461,3771,60708,East,120,37.3242323774556,-121.881194263482
560467,,55131,,,,
560473,4061,63007,West,50,37.3376004561212,-121.887549362859
560471,7547,2012,South,100,37.3408970305449,-121.829239845517
560476,2284,5422,North,646,37.2976721745181,-121.880412803176
560495,4706,54780,At,0,37.34833609432,-121.889572624907
560498,4729,53140,At,0,37.2349747951967,-121.822063638103
560494,7238,73820,At,0,37.3389329847652,-121.83297439576
560486,,55791,South,,,
560499,8407,57860,North,210,37.3371477548595,-121.840433020208
560512,3028,107227,At,0,37.3469997284913,-121.867738173594
560504,11095,75019,At,0,37.3078735198064,-122.014401911512
560510,7240,3662,At,0,37.3366863819225,-121.830795116401
560502,4171,56210,At,0,37.338814475429,-121.915899038216
560531,,4586,East,,,
560528,7018,115280,At,0,37.3554277535023,-121.849990508946
560525,3569,109559,At,0,37.365318245195,-121.917063206123
560535,10838,32108,North,130,37.4123668118372,-121.872764112042
560519,11396,52470,East,50,37.2984117931365,-121.949748980124
560540,3193,55890,North,185,37.3431218228792,-121.881419448576
560545,7408,96557,At,0,37.3291072716123,-121.796153961449
560544,3828,50148,At,0,37.327467483892,-121.895632506663
560557,9210,36761,At,0,37.3850942587105,-121.911468009521
560562,7744,123144,East,32,37.3725151945816,-121.839402412262
560552,4043,18732,At,0,37.3246279928565,-121.900444939069
550721,12226,13683,At,0,37.3328114819353,-121.935039620435
550735,3026,107238,At,0,37.3461094306662,-121.86964023864
550751,4673,14970,At,0,37.3546042194653,-121.865702997122
550762,10723,74140,East,51,37.4035244678044,-121.859809124507
550780,1629,46881,South,20,37.3078043278915,-121.91363102933
553189,3420,76251,North,80,37.3481389276345,-121.896633909779
560489,,5972,,,,
560500,5365,109141,At,0,37.2997712701037,-121.80269062385
560491,7135,45650,At,0,37.3309711928791,-121.84841039576
560484,3837,87670,North,96,37.3263220381404,-121.881804287468
560503,1355,73039,At,0,37.2679440969589,-121.904661147954
560515,1288,135772,South,93,37.2760330511092,-121.856311557518
560507,4140,113189,At,0,37.3183521434514,-121.883204738295
560516,3730,54911,West,145,37.3394898529674,-121.883571915311
560522,11398,48861,At,0,37.2975802675821,-121.949924025982
560530,2942,82906,At,0,37.3172832170888,-121.923793333645
560527,3842,77604,At,0,37.3335814353762,-121.908539065012
560532,4286,82719,At,0,37.2369757020888,-121.81685624312
560533,,2562,West,,,
560541,11407,30755,East,60,37.2435190692721,-121.946042450456
560556,8426,91090,South,330,37.3301931339935,-121.840695704476
560543,8490,84490,North,2640,37.1674373007033,-121.688837699575
560559,11150,92377,At,0,37.3233583156273,-121.94332887512
560553,4780,62985,At,0,37.3358316809605,-121.886028535252
560549,7185,85942,At,0,37.364540192272,-121.851175552762
550719,6033,143932,At,0,37.3565074505092,-121.820770469766
550730,2814,92828,North,360,37.294717581296,-121.85243114786
550746,11262,22890,At,0,37.3043663382515,-121.966047656248
550760,5232,20459,West,40,37.251286938584,-121.830975236187
550778,6306,32240,At,0,37.3552984001993,-121.830843538776
550794,10715,126686,At,0,37.4178768996272,-121.957992086839
553204,5677,23286,At,0,37.3247813732923,-121.822326572392
553222,,79441,East,,,
553239,1008,37510,At,0,37.2752229215775,-121.890678042828
553255,3418,63030,At,0,37.3505912061686,-121.897038004113
553663,11258,21450,At,0,37.3095863718497,-121.996058418324
553679,,79584,West,,,
549324,7414,32779,At,0,37.3378191882021,-121.817438924161
549340,3387,106303,North,148,37.3351665878715,-121.888393845767
549356,10715,126686,At,0,37.4178768996272,-121.957992086839
549616,12104,62182,West,32,37.3270348255559,-121.943436730709
549627,8418,70960,South,300,37.329908380064,-121.834606878047
546872,11911,110813,East,300,37.3233196795505,-121.950124451421
551817,5239,71807,West,230,37.2844414611876,-121.82083640999
551834,3268,92707,At,0,37.2816864599326,-121.839005395281
560518,,86855,East,,,
560537,5647,8766,South,485,37.2717023160137,-121.800614448624
560538,6983,64272,At,0,37.349450898927,-121.829014923645
560554,4833,92762,South,680,37.2764603108928,-121.833668837248
560561,4561,32955,At,0,37.2839260077144,-121.834138355156
560546,852,22252,At,0,37.2213530313942,-121.867314314079
560548,3665,106369,At,0,37.3388776853166,-121.879692000934
550710,6540,6368,At,0,37.3195098131619,-121.827937197637
550726,10472,70564,At,0,37.4044144515027,-121.904824981181
550737,8596,46529,At,0,37.3420169119007,-121.794024937618
550753,5221,114927,East,40,37.3455903524455,-121.86017739948
550769,5033,17940,North,255,37.2466645146594,-121.80395389308
550785,4784,4234,At,0,37.3198993918908,-121.86554897024
553190,383,29700,At,0,37.23054167016,-121.90409040926
553206,,138126,East,,,
553224,1119,83214,East,130,37.240132202984,-121.911552132961
553241,,61270,East,,,
553149,9391,32548,At,0,37.388279884834,-121.86234394385
553670,,56803,North,,,
553688,4221,5390,South,500,37.2911158075899,-121.880884504657
