crash_id,intersection_id,int_num,direction,distance,latitude,longitude
550808,8874,60444,At,0,37.3694726010378,-121.915456696428
550825,11611,48839,West,1,37.2975568681278,-121.947146860334
550841,4833,92762,At,0,37.2779185523874,-121.8351280405
550858,3249,116731,At,0,37.3512316431088,-121.87089335356
545827,9635,86591,At,0,37.3838282284205,-121.84225300682
545843,7587,108130,At,0,37.2906218560993,-121.830327680923
545860,4223,4751,At,0,37.2891458178023,-121.881159363596
550783,2757,18809,At,0,37.3110478481914,-121.895795910507
550799,6556,71830,At,0,37.2844469573333,-121.824946570828
550815,8050,143918,South,57,37.3578094727825,-121.822042603014
548107,3495,88395,South,375,37.3227350795352,-121.877710337779
548123,5994,39423,At,0,37.3488268103502,-121.834369058383
548127,3559,41348,At,0,37.3462923364204,-121.915145899507
548143,4656,24310,At,0,37.2658638612675,-121.846574376753
548160,464,19931,At,0,37.2468449341716,-121.885322412829
548177,5372,1418,At,0,37.3139658168761,-121.791524037822
545787,5252,43031,At,0,37.276869198647,-121.81396607877
545803,237,50599,North,655,37.2507230166499,-121.895467272868
545819,6709,127577,At,0,37.2737658317284,-121.74253568445
550775,6759,32944,East,120,37.2931611459693,-121.832959860427
545748,6212,61577,At,0,37.2475373104999,-121.788898815609
545766,10878,14145,At,0,37.2746668507603,-121.933831478915
545782,6775,60884,North,625,37.3170320773154,-121.829286056992
545798,558,65119,South,45,37.2663437697056,-121.909014449444
548130,8771,114520,West,284,37.297177449106,-121.777179172223
548146,1545,111561,At,0,37.3550049215301,-121.887746008583
548162,3204,15069,South,38,37.3633624180746,-121.891536316939
548173,11652,102926,East,52,37.3073103089546,-121.973275488821
548189,871,20569,At,0,37.2504096516097,-121.866550054039
548203,4946,19854,East,68,37.2506263225042,-121.839403461567
545823,12195,92366,South,316,37.31887839915,-121.94330516552
550796,5992,39456,West,70,37.3459262107692,-121.838940179214
548131,8476,11890,At,0,37.3247118758726,-121.845828164867
548147,7878,112430,At,0,37.3355467341479,-121.800617661541
548163,10067,17544,At,0,37.3737905292414,-121.873062425566
548181,5832,73908,West,100,37.2393838756048,-121.802474742589
548197,3736,59927,At,0,37.3411161879777,-121.888509964302
548213,8803,54515,At,0,37.3709397489707,-121.863250942449
550790,11150,92377,At,0,37.3233583156273,-121.94332887512
550807,1463,106006,At,0,37.3440416370355,-121.864846238692
550824,6269,20272,North,300,37.2562705405034,-121.803431914096
550840,6059,119393,South,5,37.3556369158666,-121.815540529419
550857,3660,111704,At,0,37.3331016034863,-121.875381459483
550874,3244,2507,At,0,37.3332344044454,-121.914020211679
545842,7647,106765,East,68,37.3334783267374,-121.794962116243
545859,4898,106534,North,34,37.2806198400404,-121.824371683508
550759,9195,62600,East,312,37.3936441870896,-121.876135665238
548050,12212,62260,At,0,37.3269678094581,-121.950200574828
548067,7991,51336,East,300,37.3524122677661,-121.840391624038
548084,10866,116478,West,84,37.4151676900586,-121.954027812787
548100,7956,32416,East,149,37.3969387552747,-121.871362807706
548116,6383,40094,East,110,37.3555884960377,-121.799461638415
550688,200,47310,At,0,37.2769112714111,-121.91942332268
550704,1829,95941,At,0,37.340189198136,-121.882085203787
547907,3939,109340,East,78,37.3277185865133,-121.871374165252
547924,2941,41810,At,0,37.3162628446812,-121.919371556868
547941,3771,60708,At,0,37.3240573923178,-121.881543936653
545765,9847,112716,At,0,37.2602702566052,-121.931354149092
545783,10828,32273,At,0,37.4033199202935,-121.882116613043
547942,1066,20350,West,22,37.2504709923975,-121.877830476096
547958,6702,79530,At,0,37.3187192429959,-121.822419441303
547974,4101,107095,East,75,37.3387999409015,-121.885024852305
547991,5034,124277,At,0,37.2444437819646,-121.80392902162
550633,1634,6060,At,0,37.3545979653393,-121.851753738225
550649,1353,41403,South,148,37.2374869314214,-121.88670385331
550666,1787,73040,At,0,37.2798710210413,-121.864469809363
545687,508,4575,At,0,37.2508167466799,-121.875315258691
545703,4310,90496,North,980,37.3196799712931,-121.921647662705
545720,8612,79617,At,0,37.3399036774045,-121.843109039209
545737,11823,82510,At,0,37.2924095186068,-121.997525557957
545753,11830,69827,North,268,37.2945314780102,-121.976630734384
545770,6759,32944,At,0,37.293420637655,-121.833214118284
547993,6063,119448,At,0,37.354396157062,-121.813375997815
548009,3147,89980,East,108,37.3405847687803,-121.860930947778
548025,7938,124354,At,0,37.2785657697781,-121.775836987337
548042,667,73127,At,0,37.2636048693204,-121.916767756145
548059,5444,3497,At,0,37.3148044737809,-121.818685450539
548075,119,125311,At,0,37.2510369386042,-121.910804961756
548092,3911,77307,At,0,37.3257613319128,-121.89850000074
545813,8379,110780,At,0,37.3200655634009,-121.795317115513
545831,74,20415,East,145,37.2505412355795,-121.870891160779
550731,4848,32878,East,20,37.2792182113192,-121.836461229381
550747,7344,53591,At,0,37.3291926035423,-121.815785947361
550764,2581,4564,North,17,37.3084078474864,-121.878397680971
550781,988,19909,South,15,37.2363215483404,-121.903518660883
550797,10917,36508,At,0,37.3789734329048,-121.938751589633
550801,4460,92784,At,0,37.2875272280562,-121.84515792186
550817,1437,40820,East,66,37.2390041768855,-121.91277966785
548109,10875,92465,West,213,37.4043684219716,-121.903585439059
548125,4061,63007,At,0,37.337669952003,-121.887401066849
548141,3028,107227,East,145,37.3472057636536,-121.867311565447
548158,6539,6401,At,0,37.3203020005604,-121.828906491122
548175,7316,85898,South,205,37.3182362628965,-121.845650340698
548191,7093,80630,South,42,37.3461453511104,-121.790523713805
545801,4040,18754,North,10,37.3217593896068,-121.897864661102
545817,5986,79683,At,0,37.3456022500016,-121.848613979399
545834,10249,32460,East,45,37.378829002106,-121.85179382208
545741,4595,19953,North,112,37.2517834588747,-121.804026192943
545757,2499,82994,At,0,37.3066856685897,-121.921835827575
545773,7671,68518,West,28,37.3089885054487,-121.786200887204
545791,7272,101276,West,47,37.273380503762,-121.812539977523
545807,8368,79640,At,0,37.3223712326552,-121.825893103391
548139,3779,52755,South,135,37.3241755658297,-121.884349918069
548153,8393,79419,North,120,37.341760718152,-121.844944394161
548169,7262,6137,At,0,37.363595917815,-121.832755635522
548180,5487,53547,North,126,37.3624994809189,-121.824446344654
548196,8798,128380,West,37,37.413436526545,-121.932335783442
545816,6738,108140,At,0,37.2951344741776,-121.835027745031
545832,3134,54955,At,0,37.3461905332702,-121.887980170146
548122,3454,6005,East,122,37.3538187392825,-121.853422787852
548138,3095,91948,South,173,37.3567339577743,-121.88903786584
548156,3261,28434,East,275,37.2421606591031,-121.842189748735
548172,4093,110846,West,50,37.3405473896622,-121.913526172765
548188,4043,18732,At,0,37.3246279928565,-121.900444939069
548206,3935,96403,At,0,37.3167895474975,-121.908185016206
550776,8150,88330,At,0,37.3445485673327,-121.808585240871
550792,955,24265,At,0,37.2635663788009,-121.874603382512
550809,3310,14960,East,7,37.3531893131596,-121.867225329517
550826,2368,47431,West,90,37.2998612378283,-121.866820086476
550842,7414,32779,At,0,37.3378191882021,-121.817438924161
550859,8365,78297,South,155,37.3444194251355,-121.833801397206
545828,5253,108240,West,300,37.2775985349961,-121.814141213025
545844,3569,109559,At,0,37.365318245195,-121.917063206123
545861,4697,76262,At,0,37.3528602611682,-121.886149559625
545877,3724,54922,East,135,37.3428170519283,-121.88493152263
545893,,95787,At,0,,
545909,12289,13639,At,0,37.303582772096,-121.97953942846
545885,8065,117083,South,285,37.3214622333717,-121.780475257681
545912,3984,79386,At,0,37.3624859052408,-121.865149468404
548152,5760,101529,At,0,37.2699952749358,-121.832049877746
548168,5232,20459,North,68,37.2514749843981,-121.830840916809
548185,9793,16906,At,0,37.3731779776471,-121.910291539152
548202,8877,32482,At,0,37.3700772997088,-121.843013438097
550831,,123991,At,0,,
548219,9206,25850,At,0,37.3822015559663,-121.905367622872
548235,2814,92828,South,325,37.2939949811752,-121.85177576284
545846,7944,15146,West,100,37.380599065675,-121.877848244323
545878,5089,53118,North,38,37.2328488654312,-121.822031068325
545894,1301,23506,At,0,37.2606930882845,-121.885327791716
545869,5207,98317,At,0,37.317312675471,-121.885002639376
545886,,24320,East,238,,
545926,4514,95875,South,134,37.3509182916234,-121.877122545744
548165,10767,14090,South,9,37.2634488691741,-121.943493066005
548182,3775,50786,At,0,37.3391171268442,-121.894773205229
548199,7293,81410,North,132,37.3227001543783,-121.831130272404
548215,6035,83698,North,158,37.3549545820391,-121.818073611522
550832,6668,6027,East,38,37.3585675924293,-121.843381814674
548232,4508,99550,At,0,37.3423409833211,-121.863177219647
548249,12258,93180,East,18,37.3160944324955,-121.938668108869
545848,8632,138126,At,0,37.2076192657168,-121.730087815664
545600,10958,107645,West,290,37.3082305110268,-121.978655408357
545617,3886,6049,At,0,37.3528022329689,-121.855527411631
545633,11150,92377,East,528,37.3233583156273,-121.94332887512
545650,8471,1143,South,44,37.3252223933355,-121.842936663762
545668,5832,73908,At,0,37.239391818104,-121.802131463822
545684,3191,77736,North,450,37.3461336321287,-121.885089677225
547982,2191,31503,At,0,37.2930173298866,-121.874601627152
547998,294,29864,South,105,37.2559036201442,-121.915017349444
548015,1124,20932,East,27,37.2745204417076,-121.854550088428
547996,4153,44274,East,42,37.2960678445167,-121.898904340839
548014,4189,59773,West,51,37.3553200201292,-121.899300773195
548030,517,37630,North,122,37.2594087590711,-121.884792916008
548046,5694,81179,North,125,37.3100195470819,-121.802311465523
545876,3432,77813,North,200,37.3504761077948,-121.874261790749
545892,3321,15014,At,0,37.3495991593925,-121.862267944379
545896,4953,23913,South,300,37.2674698638742,-121.821952102565
545884,7355,86294,South,105,37.3358139156285,-121.844317786276
545911,11752,10020,South,288,37.2944571406469,-121.988862143784
548151,6224,16235,North,191,37.3079690405536,-121.829549744056
548167,5391,123188,At,0,37.2944686603383,-121.810341368166
548184,3923,105071,At,0,37.324200478843,-121.901185218874
548201,3680,55879,At,0,37.3281068984031,-121.870848658354
548217,2668,75789,At,0,37.3009309811059,-121.91361050059
548218,1647,26916,East,6,37.3234533218673,-121.918954960883
548234,12290,52360,East,270,37.3027154392011,-121.979145237062
545841,6894,13254,At,0,37.370825769692,-121.832222939139
545855,3951,107150,West,273,37.3515875709451,-121.858082498756
545871,12284,99417,At,0,37.3013710989333,-121.961213903717
545882,2102,123540,East,100,37.2953459920413,-121.872284330917
545900,1552,111594,At,0,37.3585513669752,-121.880272268774
545916,8206,3574,North,277,37.3616933779065,-121.838635734986
550805,143,47365,At,0,37.2855776524889,-121.899663376622
550821,732,73160,At,0,37.2791119485098,-121.86755485423
550837,3558,41535,At,0,37.3452572988915,-121.914093184604
550855,3895,4070,West,165,37.3090841443543,-121.887154599153
550871,945,23880,North,48,37.2555257222325,-121.898431243679
550887,7878,112430,West,60,37.3355135451063,-121.800819808684
550905,4997,106820,At,0,37.3325494084779,-121.880666307866
548238,7487,61731,South,4,37.3326540212941,-121.838465335427
548256,4049,107051,At,0,37.3366705871091,-121.889511374753
548270,6519,64426,At,0,37.3114692919809,-121.842315733144
548286,5637,24200,West,450,37.2659795583789,-121.831087413111
548297,5444,3497,North,28,37.3148661875574,-121.818742890563
548313,,50456,South,169,,
545948,9500,11318,At,0,37.2337384649982,-121.769439448949
548212,4251,83918,North,300,37.3074855425757,-121.900366178161
550793,10893,94566,At,0,37.4084560111663,-121.88331385284
550811,7894,76009,At,0,37.3739936856415,-121.858727937794
550822,8877,32482,East,120,37.3703031717053,-121.842714898577
550838,9803,99978,At,0,37.3940974709196,-121.829313065876
550852,7250,27081,South,170,37.3204253735433,-121.824047122934
550868,6733,12605,South,182,37.3050265250457,-121.84482317957
548064,7357,38940,South,18,37.3362626242602,-121.839571356404
548002,4851,19700,At,0,37.2367890628096,-121.839619521023
548020,4168,98504,At,0,37.3260091305797,-121.911579510402
548031,1546,62820,At,0,37.3554489882414,-121.886810969787
548087,12669,32372,At,0,37.3718829667928,-121.844780207227
548103,2139,20371,North,155,37.2373727355492,-121.90085017158
548119,5164,116654,North,15,37.2550606692674,-121.801393340468
548052,7157,54328,At,0,37.3242469686585,-121.818357855887
548063,4302,96436,West,136,37.3258253746433,-121.91645733044
548121,4900,32988,East,205,37.2772897975373,-121.841356918292
548088,7563,102519,At,0,37.324524527905,-121.805674954727
548106,3865,37113,North,8,37.3601428964962,-121.85771988193
548016,11101,2573,At,0,37.3434695122704,-121.928590759881
548033,7916,51325,At,0,37.3521253141687,-121.837459936104
545727,9811,77945,At,0,37.3911674715755,-121.92092571866
545744,7357,38940,West,33,37.3362449848778,-121.839697887326
545761,12529,2892,At,0,37.3213278879193,-121.982083201187
545777,4112,108756,South,75,37.3201949176842,-121.879575139318
545793,3629,60675,At,0,37.3490801946119,-121.900222556139
545810,2477,120548,At,0,37.3083906502392,-121.865936301179
545826,4108,60213,North,100,37.3202407760406,-121.877836825703
550689,11911,110813,South,205,37.3227567562421,-121.950120226199
550706,2369,47618,At,0,37.2983786154284,-121.869071357665
550722,2098,47497,At,0,37.3035939560953,-121.861177900093
550739,5327,51260,North,86,37.2652886201528,-121.805830326986
550756,3658,55945,South,48,37.3334869572836,-121.874245182054
545864,3503,63018,West,54,37.3405249183412,-121.889752136483
545875,3418,63030,North,11,37.350617133115,-121.897057430222
545891,3534,89957,East,160,37.3330178146976,-121.853216218507
545907,3293,108327,At,0,37.3567738068245,-121.884012913119
545930,6422,44670,South,195,37.2549287419112,-121.821891832856
550812,4696,56968,At,0,37.3507179710729,-121.884553005091
550830,3492,123551,At,0,37.2937059937578,-121.87357200953
550846,922,10009,At,0,37.2300861220941,-121.894508023574
550862,3268,92707,East,350,37.2821792055688,-121.837974093757
550880,3614,110065,East,15,37.3131702758886,-121.892138821071
550896,10879,47640,East,100,37.2725508509413,-121.932573456976
548231,1124,20932,At,0,37.2745191275332,-121.854642867364
548247,4899,92839,At,0,37.2700919623999,-121.825616446212
550772,6701,1430,North,140,37.3104477710372,-121.813756573629
548051,6697,108162,At,0,37.3079585185417,-121.847653940279
548068,8516,39808,West,30,37.326862059711,-121.821058311149
548085,5221,114927,South,200,37.3450828679786,-121.859852758358
548101,3831,88351,West,93,37.3231189187992,-121.87941857597
548117,4286,82719,West,150,37.2369757020888,-121.81685624312
550693,1826,101859,East,24,37.3281367985481,-121.894209050415
550711,4139,4498,At,0,37.3189251500018,-121.882210714534
547908,507,4729,North,84,37.2544800160801,-121.875712570015
547925,3521,18743,At,0,37.3228911546852,-121.898871539212
545756,3525,90111,At,0,37.3301348015285,-121.851105521345
545772,11938,71510,West,20,37.330241246232,-121.946943100524
545788,6502,87031,At,0,37.2349287932173,-121.82108523503
548263,4833,92762,At,0,37.2779185523874,-121.8351280405
548279,4769,111814,At,0,37.358212806376,-121.89013972108
548290,8195,94467,South,75,37.3506524220441,-121.814143995683
548306,6714,32823,At,0,37.307129805346,-121.810834931531
545939,12313,16092,At,0,37.3270806925848,-121.936013841438
545955,3822,92982,At,0,37.3319709210599,-121.901247819219
550786,4220,100550,South,300,37.315066563264,-121.861756584
550802,3986,104389,At,0,37.328802855407,-121.859436014007
550818,3777,110703,East,140,37.3238867110217,-121.88348802544
550829,9264,17577,North,28,37.38974914922,-121.856258363807
550845,9390,17390,At,0,37.3865581215961,-121.860560789736
550861,3075,89583,At,0,37.3567445090452,-121.862690077161
550872,12557,38060,At,0,37.3348985530482,-121.943739062376
547943,6465,39247,At,0,37.2587716624976,-121.830905913958
547959,3201,77769,East,26,37.3464950927649,-121.881297199567
547975,6861,1968,North,51,37.3427753280434,-121.831060324768
547992,6714,32823,At,0,37.307129805346,-121.810834931531
550634,3396,111550,At,0,37.3500938476681,-121.898088563413
550650,12657,128204,West,594,37.2750318506502,-121.86776500392
550667,11148,93202,At,0,37.3160884187182,-121.950117826908
545700,,39126,South,925,,
545717,523,20338,At,0,37.2503584000824,-121.858876484391
545734,11889,14002,South,15,37.3252528079977,-121.931961168995
545750,1816,89924,At,0,37.3359379906503,-121.856834996263
545767,12495,78100,South,427,37.3191189690879,-121.995574717674
545784,2960,90474,East,228,37.3172199395278,-121.920847299931
545857,10927,126213,At,0,37.2551445914663,-121.950763059443
545873,9775,114894,At,0,37.3917674565758,-121.889781983161
545889,8183,33065,At,0,37.3514488007057,-121.826120404583
545905,6989,40105,South,50,37.3604809973171,-121.811704787295
545923,668,77318,At,0,37.242286232249,-121.899075231896
550810,5594,44857,East,275,37.2795589383593,-121.822446106298
550828,12532,137763,At,0,37.3518161455689,-121.922796550051
550844,8338,110990,West,450,37.3638386929872,-121.809342337562
550860,2503,63942,South,480,37.309489884789,-121.913630475455
550878,7540,23583,East,345,37.2692717446757,-121.810582374129
550894,3754,88384,At,0,37.3271428437875,-121.870946783999
548229,3013,107062,At,0,37.3438539708663,-121.874380917142
548245,6868,6038,At,0,37.3569367634872,-121.846819421047
548006,4061,63007,West,100,37.3375313353014,-121.887697950495
548010,8104,32735,South,44,37.3578462924406,-121.831852661617
548026,4489,79540,West,30,37.349811753474,-121.852742268827
548043,2336,38015,At,0,37.2926588011417,-121.913524434059
548060,12177,47992,At,0,37.3082734865763,-121.971135438876
548076,871,20569,At,0,37.2504096516097,-121.866550054039
545799,3534,89957,West,67,37.332614355785,-121.853811272781
545815,,123991,At,0,,
545833,11414,44660,At,0,37.2806575652852,-121.994313413943
550732,6648,32339,South,20,37.3667527188718,-121.839729499638
550748,12102,59454,At,0,37.3280839866012,-121.950208374502
550765,4279,20360,At,0,37.2519764561022,-121.807541638253
550782,3161,79090,South,300,37.3250461042897,-121.86513604852
548261,10594,87097,South,60,37.4143532017866,-121.855320310821
548272,7524,48982,At,0,37.2892221484494,-121.846907019268
548288,9957,132989,At,0,37.2673307583686,-121.929223144519
548304,6306,32240,At,0,37.3552984001993,-121.830843538776
548315,3345,111792,South,36,37.3294947639727,-121.882745961163
545950,10983,19084,At,0,37.3143169686707,-121.976794878863
548214,6305,12650,West,7,37.3509619638937,-121.836372293869
550795,8943,60686,At,0,37.3859924104613,-121.927736814004
550813,3409,55692,At,0,37.3584046127941,-121.892810265572
550827,7352,37036,South,6,37.3424361935243,-121.845603999485
550843,10470,33483,At,0,37.2483018445827,-121.931280111896
550854,1636,107161,At,0,37.351135750345,-121.859040387843
550870,10875,92465,At,0,37.4043146393009,-121.902855234123
550798,4097,99098,At,0,37.3172700388669,-121.922707409203
550814,6593,25981,West,220,37.2221597768899,-121.785820185437
548093,6478,44868,East,175,37.2776703468394,-121.807932386433
548110,7364,61930,West,123,37.3295235358293,-121.838321237794
548126,3349,12308,At,0,37.3289367839309,-121.886049588523
548142,6668,6027,North,50,37.3586193678604,-121.843607078379
548159,6539,6401,At,0,37.3203020005604,-121.828906491122
548176,4146,54658,At,0,37.3192391935269,-121.883867110818
548192,12372,143833,West,150,37.3910336648785,-121.901571570293
545802,4900,32988,At,0,37.2769280890047,-121.841896687463
545818,4139,4498,South,18,37.3188829827839,-121.882178404365
550774,4060,110461,At,0,37.3386705238403,-121.889580010243
545746,8122,94544,East,256,37.3560083479424,-121.834707341431
545764,4249,64690,South,150,37.3099378005089,-121.902135662051
545780,3286,55758,East,152,37.3593272827901,-121.892762420988
545796,384,56462,North,146,37.2122554609926,-121.857875275679
545814,3161,79090,At,0,37.3257687130643,-121.865626295613
548144,,97206,North,700,,
548155,653,54207,North,50,37.2728841403894,-121.869305493855
548171,3410,71664,West,308,37.3588501866551,-121.891871973341
548187,737,4861,South,45,37.2291790877774,-121.87031307626
548198,5745,1320,At,0,37.3132889318304,-121.796141042531
545821,5224,10670,East,60,37.3618833175296,-121.861486497293
545839,2098,47497,At,0,37.3035939560953,-121.861177900093
548129,10355,97294,South,69,37.4126746695073,-121.85115865137
548145,11150,92377,At,0,37.3233583156273,-121.94332887512
548161,7878,112430,At,0,37.3355467341479,-121.800617661541
548179,5391,123188,At,0,37.2944686603383,-121.810341368166
548195,10137,121692,West,898,37.41923735087,-121.9417288441
548211,6788,25805,South,20,37.292168522309,-121.826550370078
550789,11911,110813,At,0,37.3233196795505,-121.950124451421
550806,7175,90045,East,75,37.3153056547566,-121.836312178937
550823,4858,47101,At,0,37.229433024632,-121.830493528749
550839,925,23627,At,0,37.2646699004087,-121.870303096903
550856,8206,3574,At,0,37.3610955466096,-121.838046564317
550873,667,73127,At,0,37.2636048693204,-121.916767756145
545829,4125,79133,At,0,37.3207394103755,-121.876226120762
545845,5936,89869,North,85,37.3098109118487,-121.831321389481
545862,8197,94016,At,0,37.3513031385036,-121.813564531252
545879,6539,6401,At,0,37.3203020005604,-121.828906491122
545895,4953,23913,At,0,37.2674698638742,-121.821952102565
545870,7182,98097,At,0,37.2991166911591,-121.845929785653
545910,1450,111671,West,45,37.3053078563367,-121.85154608623
548150,7335,132440,North,120,37.3192942930914,-121.846699221183
548166,10129,100760,At,0,37.3997929504666,-121.846925178812
548183,6549,102541,At,0,37.3249177684106,-121.796957359987
548200,,77846,North,100,,
548216,12406,68441,North,30,37.3052455932572,-121.946291185104
550833,1481,95150,East,16,37.3162408281081,-121.856521270489
548233,2133,23649,At,0,37.2509363370721,-121.913049315035
548222,8730,116346,At,0,37.2400205326897,-121.772304079985
545850,5034,124277,South,38,37.2443394258939,-121.803927202776
545866,7506,105600,At,0,37.3123691835499,-121.839752932628
545880,,92443,At,0,,
545898,8511,104026,West,88,37.3219839186401,-121.816849138863
545914,3189,76108,At,0,37.3509751294404,-121.890120131487
545932,3334,105984,West,100,37.3453956784327,-121.862078225749
550819,4756,10284,South,10,37.3357871791008,-121.902217285037
550835,3389,18798,South,140,37.319786467608,-121.897613497537
550853,3758,54856,North,410,37.3261428596146,-121.873046129675
550869,8180,89473,At,0,37.3526390796751,-121.824360953655
550885,10936,44505,At,0,37.2972551364287,-121.985683854612
550903,,116665,At,0,,
548236,4220,100550,At,0,37.3156966381775,-121.862421225835
548254,7306,1980,North,10,37.3372137881457,-121.825656918649
548265,5637,24200,At,0,37.2659795583789,-121.831087413111
548281,1545,111561,South,107,37.3547523878901,-121.887557738521
548295,3712,106435,At,0,37.3398354968129,-121.877666465277
548311,8680,78870,West,317,37.3759746871512,-121.837574488803
545941,3499,123860,North,109,37.3241408556159,-121.864264825855
545957,933,73050,South,527,37.2732368273631,-121.880765290851
550788,11734,78121,At,0,37.3167204938826,-121.97533350592
550804,8808,2265,At,0,37.3669950307524,-121.925310513705
550820,9192,114751,At,0,37.3827445954387,-121.895860194029
550836,3441,77681,At,0,37.348229749246,-121.877643761776
550847,,9624,East,330,,
550863,5225,77274,At,0,37.3634334183278,-121.852828320637
545840,12459,78110,South,188,37.3179497430793,-121.974297928909
545847,254,99692,At,0,37.2528323727979,-121.858870571545
545863,,125454,At,0,,
545881,5660,42129,South,81,37.3534632370544,-121.794952308348
545897,6965,43295,East,105,37.3142402451863,-121.813421339777
545913,2380,19470,At,0,37.3089472518621,-121.900008234302
545931,7523,83380,At,0,37.2904318782524,-121.848150739876
548221,5581,58882,South,120,37.3498610606359,-121.819086634516
548237,12466,143832,At,0,37.3901938224883,-121.902739021661
548253,9932,114531,East,24,37.3743500084205,-121.916992756372
548271,7919,51369,North,7,37.3523643848568,-121.837137699018
548287,2097,143362,North,258,37.3058101396146,-121.863365918922
548303,5637,24200,At,0,37.2659795583789,-121.831087413111
545929,3634,60730,North,235,37.3556719174668,-121.905150071306
545858,8706,10450,West,509,37.4029289835387,-121.885840645435
545874,3161,79090,West,174,37.3255251429059,-121.866141141193
545890,,74161,At,0,,
545908,5693,25343,South,105,37.3089465791434,-121.804186005177
545924,3559,41348,At,0,37.3462923364204,-121.915145899507
545940,361,30018,At,0,37.2401357182364,-121.903796417704
548230,12468,136883,South,70,37.3230199883887,-121.87502434523
548248,2985,51303,East,30,37.3647219354295,-121.867198597077
548264,3534,89957,At,0,37.3327361141931,-121.853638488898
548280,9994,12484,East,169,37.407865336362,-121.86204711909
548298,8368,79640,At,0,37.3223712326552,-121.825893103391
545928,3521,18743,At,0,37.3228911546852,-121.898871539212
545944,12634,77660,At,0,37.3372814846911,-121.896885608468
545856,4780,62985,North,279,37.3364849811305,-121.88652967192
545872,10885,86041,South,37,37.403211670763,-121.890588883469
545888,2276,20250,West,94,37.2432871650542,-121.889817638472
545906,4144,87999,At,0,37.3384006250789,-121.894242677142
545922,10574,14046,At,0,37.2651450769894,-121.941945404517
545938,10542,26730,At,0,37.2836011582884,-121.976630957102
548228,6273,39126,At,0,37.2602640006093,-121.810145521627
548246,7262,6137,At,0,37.363595917815,-121.832755635522
548262,,74161,East,57,,
548278,6286,94225,At,0,37.3478889106613,-121.811629423311
548296,2097,143362,At,0,37.305255642886,-121.86281362847
545927,8612,79617,At,0,37.3399036774045,-121.843109039209
545943,10874,114070,North,414,37.4003091632665,-121.902789043411
545849,3655,55791,East,87,37.3322315796785,-121.872964570624
545865,8396,14651,South,487,37.330953389221,-121.821496811243
545883,2381,84127,South,12,37.3084399561471,-121.901056696899
545899,11150,92377,At,0,37.3233583156273,-121.94332887512
545915,4351,12429,South,10,37.300106043287,-121.840127906147
545933,9194,86008,At,0,37.3873533534551,-121.886054081016
548223,6697,108162,North,75,37.3081174498751,-121.84781795503
548239,10914,92510,At,0,37.3934816109236,-121.919375975806
548255,523,20338,North,15,37.2503995959289,-121.858876069684
548273,528,23781,West,305,37.2529172109263,-121.903668718306
548289,8595,61291,East,50,37.3434991188898,-121.79594361325
548305,241,32911,At,0,37.2752767273988,-121.870401456532
545942,236,16510,At,0,37.2697771002791,-121.867884336402
545960,7625,34870,At,0,37.3213398624128,-121.799340493502
545977,3999,92740,At,0,37.3125689645864,-121.870094064862
545994,3760,4333,At,0,37.3161964076718,-121.880177891317
545959,3654,103443,At,0,37.3316102285745,-121.874273157988
545976,4833,92762,At,0,37.2779185523874,-121.8351280405
545993,5039,39160,West,175,37.2587979704006,-121.827250225762
545945,5507,37311,East,56,37.2477470860042,-121.845172254416
545961,6306,32240,At,0,37.3552984001993,-121.830843538776
545978,5521,85887,East,297,37.3164170153371,-121.842507439755
545946,10828,32273,At,0,37.4033199202935,-121.882116613043
545962,2503,63942,At,0,37.310787666926,-121.9138561987
545979,2341,69750,At,0,37.2944412674404,-121.913536440688
548407,12315,94885,East,63,37.3291590491652,-121.930257637682
552726,4139,4498,North,116,37.3191990593724,-121.882414440018
552742,6843,61698,At,0,37.3631418103346,-121.825530036603
552760,8201,44956,East,50,37.3434997173143,-121.820252507867
552774,6716,90122,At,0,37.3141761544745,-121.83555566359
548430,4589,53162,West,108,37.2545655386576,-121.848728446824
548446,943,23980,At,0,37.2656436150034,-121.865998014028
548462,8902,10779,At,0,37.3823594861742,-121.878366041964
548480,7974,96524,At,0,37.3317301205739,-121.782847362576
548496,3402,9602,At,0,37.3441311168435,-121.910715149676
548512,2296,84391,At,0,37.3089638246264,-121.875528024903
551004,4183,100539,North,250,37.3143440286017,-121.8656925523
551047,10184,73952,At,0,37.4051308867445,-121.85861353869
551063,12210,62226,East,75,37.3269672335119,-121.945926372141
551079,6221,81245,At,0,37.310901404026,-121.832377523228
551095,8272,57958,West,172,37.3413199867304,-121.818704830094
551106,11076,78880,South,40,37.3036849686003,-122.032248438329
552808,2041,47519,West,25,37.2887217668039,-121.890828037262
552819,12342,99538,West,180,37.3015576967245,-121.950566635107
552835,,125300,,,,
551146,12580,93147,West,25,37.3159136452775,-121.976026401684
548531,6996,58850,North,93,37.3471520862509,-121.816712482949
548547,7404,66813,At,0,37.3220650906742,-121.843243817566
552860,,28544,South,,,
552883,4999,62996,South,234,37.3309678887741,-121.882416255587
546042,7382,46870,East,25,37.3387362578987,-121.814589072982
546058,1816,89924,At,0,37.3359379906503,-121.856834996263
546074,12625,137686,At,0,37.3537951527394,-121.8511764143
552915,8270,102530,South,170,37.3257833810352,-121.819953152939
551127,8320,114993,At,0,37.2602899204269,-121.78367661254
551143,508,4575,South,300,37.2499951560502,-121.875239576333
551160,4454,71576,At,0,37.3564054073549,-121.897013371184
