street_id,crash_id
20177,573500
20177,569056
20177,569080
20177,566567
20177,568607
20177,569547
20177,569614
20177,570224
20177,570160
20177,567993
20177,571193
20177,574535
20177,574193
20177,573722
20177,575057
20177,573980
33783,558248
33783,558067
33783,545900
33783,545902
33783,546962
33783,562464
33783,568144
33783,571555
33968,558248
33968,545900
33968,545902
33968,546962
33968,562464
34159,558248
34159,547853
34159,545900
34159,545902
34159,546962
34159,562464
34957,558248
34957,545900
34957,545902
34957,546962
34957,562464
34764,558259
34764,558571
34764,547119
34764,550364
34764,549034
34764,552654
34764,564529
34764,567782
34764,569052
34764,571925
34764,570722
34765,558259
34765,556412
34765,547119
34765,550364
34765,549034
34765,552654
34765,561589
34765,567782
34765,572034
34765,571925
34765,570722
34781,558259
34781,547119
34781,550364
34781,548104
34781,549034
34781,552654
34781,567782
34781,571925
34781,570722
34781,574494
34226,558275
34226,560560
34226,558453
34226,555276
34226,558970
34226,555964
34226,547315
34226,550487
34226,545436
34226,548424
34226,551385
34226,553101
34226,549088
34226,546701
34226,549128
34226,553723
34226,553712
34226,554208
34226,554146
34226,555091
34226,550021
34226,559247
34226,559581
34226,560379
34226,560287
34226,560936
34226,561885
34226,561883
34226,562688
34226,562354
34226,562585
34226,563518
34226,563718
34226,564176
34226,564883
34226,565474
34226,565469
34226,568312
34226,572098
34226,569851
34226,571491
34226,574708
34226,574221
34226,573725
34226,574062
34226,574041
32008,558206
32008,551102
32008,546806
32766,558206
32766,551102
32766,546806
32766,564382
32767,558206
32767,545570
32767,551102
32767,546806
32767,561297
24004,558222
24004,569715
24616,558222
24616,569715
24616,571687
24673,558222
24673,560019
24673,569715
33683,558210
33683,555491
33683,555707
33683,554962
33683,568310
33683,568450
33683,569869
33683,574778
33683,574341
33683,574349
33727,558210
33727,565195
33727,555491
33727,555707
33727,554962
33727,552146
33727,565281
33727,568310
33727,568450
33727,574778
33727,574341
33727,574349
33965,558210
33965,555491
33965,555707
33965,548031
33965,554962
33965,554151
33965,554052
33965,568310
33965,568450
33965,567485
33965,574778
33965,574341
33965,574349
33966,558210
33966,555491
33966,555707
33966,556036
33966,554962
33966,559886
33966,568310
33966,568450
33966,570971
33966,574778
33966,574341
33966,574349
28336,558226
28336,558608
28336,555865
28336,556617
28336,547192
28336,558054
28336,550937
28336,549015
28336,549683
28336,549722
28336,549924
28336,552582
28336,559759
28336,560838
28336,560983
28336,561049
28336,565579
28336,565979
28336,566318
28336,570553
28336,569298
28336,570937
28336,566901
28336,570579
28336,570064
28336,567959
28336,569995
28336,574725
194,558243
194,549148
194,573692
194,574944
250,558243
250,555760
250,549060
250,573692
250,574944
251,558243
251,555605
251,556386
251,541575
251,550456
251,553968
251,549966
251,562515
251,573374
251,573692
251,574944
27760,558260
27760,556253
27760,545483
27760,545629
27760,548148
27760,545944
27760,553083
27760,549012
27760,551026
27760,549412
27760,546965
27760,553778
27760,552287
27760,554012
27760,549870
27760,554501
27760,552607
27760,554487
27760,552605
27760,559919
27760,560041
27760,570537
27760,569618
36503,558260
36503,545483
36503,548148
36503,545944
36503,553083
36503,551026
36503,546965
36503,552287
36503,554012
36503,554501
36503,554487
36503,552605
36503,570537
25807,558260
25807,551820
25807,556425
25807,545483
25807,548148
25807,545944
25807,553083
25807,553381
25807,551026
25807,546965
25807,552287
25807,554012
25807,554501
25807,554487
25807,552605
25807,562089
25807,562633
25807,563788
25807,570537
26132,558260
26132,545483
26132,548148
26132,545944
26132,553083
26132,551026
26132,546965
26132,552287
26132,554012
26132,554501
26132,552444
26132,554487
26132,552605
26132,563412
26132,565644
26132,572270
26132,570537
26132,572090
26132,571884
26132,568937
26132,574418
26132,573990
32275,558276
32275,550657
32275,548760
32275,546712
32275,549453
32275,562270
8614,558285
8614,547855
8614,548022
8614,570380
8614,571679
8614,573812
16412,558285
16412,548022
16412,573812
16801,558285
16801,555675
16801,548022
16801,551003
16801,572318
16801,573812
16847,558285
16847,548022
16847,561220
16847,573812
32115,558249
32115,552586
32115,561587
32115,562307
32115,573483
32115,571025
32115,571074
32115,574282
33146,558249
33146,562307
33146,571025
33146,571074
33146,574282
34333,558249
34333,558506
34333,556179
34333,547375
34333,550498
34333,547852
34333,545707
34333,552822
34333,551213
34333,553067
34333,546315
34333,553529
34333,546911
34333,549813
34333,553921
34333,554098
34333,559358
34333,559762
34333,562307
34333,563731
34333,563722
34333,565258
34333,567240
34333,571025
34333,571074
34333,567992
34333,569820
34333,574282
33655,558267
33655,564932
33655,558621
33655,556039
33655,556756
33655,556791
33655,545411
33655,551160
33655,546006
33655,549178
33655,552698
33655,568316
33655,573516
33655,574851
30637,564917
33644,564936
33644,564989
33644,558384
33644,556102
33644,558119
33644,548540
33644,546048
33644,546364
33644,551036
33644,549227
33644,549713
33644,550151
33644,561895
33644,565899
33644,567774
33644,570534
33644,568379
33644,566983
33644,571236
33644,571311
33644,571611
33644,571550
32776,564930
32776,564110
32776,568097
33641,564930
33641,568097
33643,564930
33643,553241
33643,568097
3912,564901
3912,564676
24167,558209
24167,550698
24167,558288
24167,555252
24167,555568
24167,555846
24167,557858
24167,556748
24167,557839
24167,547206
24167,547312
24167,545220
24167,550429
24167,545501
24167,551117
24167,546142
24167,551325
24167,546228
24167,546903
24167,550075
24167,559625
24167,559814
24167,560333
24167,560850
24167,561618
24167,561981
24167,562209
24167,562540
24167,563476
24167,563272
24167,563573
24167,564232
24167,565767
24167,565991
24167,566257
24167,567578
24167,568339
24167,570108
24167,571344
24167,574115
27882,558213
27882,558241
27882,556764
27882,557880
27882,547195
27882,553594
27882,551681
27882,552674
27882,550032
27882,562282
27882,562907
27882,563229
27882,574469
27882,569983
27882,570000
27882,574845
26930,558213
26930,558241
26930,560529
26930,555947
26930,556478
26930,550252
26930,550774
26930,550032
26930,559406
26930,562282
26930,562907
26930,567233
26930,570737
26930,574469
26930,574845
26948,558213
26948,558241
26948,547708
26948,545864
26948,548392
26948,550032
26948,562282
26948,562907
26948,563243
26948,574469
26948,574845
26950,558213
26950,558241
26950,548686
26950,553539
26950,550032
26950,561155
26950,562282
26950,562907
26950,562776
26950,568723
26950,574469
26950,574845
31514,558229
31514,565077
31514,558661
31514,555318
31514,555619
31514,555782
31514,557917
31514,558073
31514,550396
31514,545448
31514,548414
31514,552887
31514,552852
31514,552926
31514,553335
31514,546612
31514,551827
31514,553888
31514,550001
31514,555110
31514,554091
31514,550006
31514,555206
31514,554633
31514,559175
31514,560062
31514,561070
31514,561202
31514,561702
31514,562177
31514,562290
31514,563845
31514,564061
31514,564497
31514,564678
31514,565260
31514,565740
31514,567570
31514,573527
31514,567465
31514,568466
31514,569007
31514,566637
31514,570652
31514,569966
13494,558263
13494,545837
13494,558749
13494,558739
13494,547991
13494,545850
13494,553452
13494,553313
13494,549567
13494,550164
13494,563062
13494,563511
13494,564615
13494,565722
13494,566139
13494,567355
13494,568514
13494,571070
13494,566728
28637,558279
28637,548979
28637,549765
28637,553981
28637,554548
28637,559727
28637,563044
28637,565274
28637,574830
17562,558247
17562,555971
17562,556610
17562,558017
17562,541349
17562,548012
17562,548193
17562,559051
17562,559944
36666,558265
36666,558041
36666,558022
36666,548913
36666,547012
36666,549789
36666,554129
36666,565449
36666,566520
36666,566891
36666,570845
9099,558265
9099,548913
9099,551512
9099,547000
9099,549789
9099,568541
9099,566891
9099,570845
9099,569737
9099,573984
12872,558265
12872,560459
12872,548041
12872,548913
12872,549789
12872,566891
12872,570845
12872,571877
11568,564943
11568,560561
11568,547717
11568,556026
11568,556702
11568,558044
11568,545296
11568,540587
11568,550350
11568,547576
11568,545610
11568,551118
11568,552745
11568,546054
11568,551504
11568,553371
11568,549104
11568,549174
11568,559077
11568,559819
11568,560365
11568,561112
11568,561764
11568,561928
11568,562024
11568,562070
11568,562138
11568,564520
11568,572354
11568,570379
11568,568975
11568,566518
11568,566787
11568,568621
11568,568019
11568,570044
11568,574717
12545,564943
12545,555547
12545,547964
12545,561598
12545,563567
12545,565393
12545,570044
13177,564943
13177,550179
13177,545742
13177,551979
13177,550174
13177,552615
13177,559224
13177,563257
13177,567525
13177,566533
13177,570044
23426,564951
23426,555239
23426,558877
23426,548920
23426,554173
23426,559148
23426,560156
23426,566018
23426,570806
23841,564951
23841,555239
23841,558877
23841,548920
23841,554173
23841,559148
23841,560156
23841,566018
23841,570806
25472,564951
25472,555239
25472,558877
25472,548920
25472,549224
25472,554173
25472,559148
25472,560156
25472,566018
25472,570806
25472,570078
26448,564951
26448,555239
26448,558877
26448,548920
26448,554173
26448,559148
26448,560156
26448,566018
26448,570806
1009,564935
1009,548734
1009,564241
1009,568634
30733,564919
30733,556505
30733,547426
30733,547729
30733,550419
30733,545497
30733,550651
30733,550791
30733,550869
30733,552998
30733,553074
30733,549167
30733,549173
30733,551629
30733,554039
30733,554585
30733,559031
30733,560249
30733,562096
30733,563305
30733,564228
30733,564263
30733,565984
30733,567609
30733,567436
30733,568353
30733,568561
30733,570729
30733,568661
30733,571507
30733,571622
30733,573823
34058,564949
34058,565002
34058,565145
34058,558332
34058,555348
34058,555730
34058,556666
34058,545607
34058,546447
34058,548950
34058,553786
34058,562855
34058,562818
34058,563670
34058,568656
34058,574918
21168,564933
21168,560398
21168,558459
21168,562160
21168,562645
21168,566032
21168,566187
29187,564952
29187,555346
29187,558757
29187,558431
29187,556112
29187,547219
29187,550685
29187,548177
29187,548390
29187,546210
29187,551154
29187,546497
29187,552225
29187,554827
29187,559483
29187,560073
29187,563024
29187,567739
29187,567435
29187,567401
29187,572153
29187,570913
29187,567058
29187,568879
29187,571551
29187,570016
29187,573750
29187,571496
29187,571561
29588,564952
29588,565182
29588,558653
29588,558431
29588,555802
29588,556112
29588,556727
29588,547219
29588,545493
29588,545455
29588,550503
29588,550685
29588,548177
29588,552907
29588,548390
29588,550997
29588,551154
29588,546369
29588,553353
29588,549259
29588,549602
29588,552588
29588,554827
29588,559483
29588,560060
29588,560073
29588,560308
29588,561624
29588,563024
29588,566281
29588,568065
29588,567580
29588,567739
29588,567401
29588,568631
29588,572153
29588,570913
29588,570965
29588,567058
29588,571716
29588,574609
29588,571551
29588,570016
29588,573750
29588,571561
29589,564952
29589,558431
29589,555532
29589,556112
29589,547219
29589,547669
29589,550685
29589,548177
29589,548390
29589,551154
29589,554827
29589,559483
29589,560073
29589,562163
29589,563024
29589,573638
29589,567739
29589,567401
29589,568390
29589,572153
29589,570913
29589,567058
29589,568779
29589,571551
29589,570016
29589,573750
29589,571561
29590,564952
29590,558431
29590,556112
29590,547219
29590,547268
29590,557894
29590,550685
29590,548177
29590,548390
29590,551154
29590,549428
29590,555055
29590,554827
29590,559483
29590,560073
29590,560826
29590,563024
29590,565924
29590,567739
29590,567401
29590,572153
29590,570913
29590,567058
29590,574371
29590,571551
29590,570016
29590,573750
29590,571561
35334,564950
35334,551241
35334,554895
35334,565222
35334,567819
35334,569186
34552,564957
34552,546932
34552,561130
34552,564656
34552,570661
34552,571209
7660,564963
1395,564956
1395,554243
1395,559606
1395,571075
24165,564988
24165,553204
24165,560605
24165,560636
24165,555663
24165,555597
24165,556108
24165,557855
24165,545242
24165,550607
24165,545678
24165,545711
24165,549020
24165,553514
24165,546671
24165,559146
24165,559500
24165,559943
24165,560762
24165,561674
24165,561960
24165,563380
24165,563492
24165,564029
24165,564710
24165,565296
24165,568112
24165,568297
24165,568563
24165,572179
24165,569083
24165,566641
24165,568636
24165,568763
24165,574142
24165,550562
30001,564972
30001,565093
30001,558768
30001,555330
30001,558904
30001,558912
30001,540748
30001,550380
30001,545263
30001,545792
30001,545666
30001,546037
30001,546177
30001,548888
30001,555108
30001,561250
30001,561348
30001,565381
30001,566140
30001,568938
30001,566912
30001,568715
30001,569944
32355,564972
32355,555320
32355,558768
32355,558904
32355,558912
32355,550380
32355,545263
32355,545792
32355,546037
32355,546177
32355,548888
32355,549937
32355,559776
32355,560822
32355,561250
32355,561348
32355,562129
32355,564134
32355,565381
32355,566140
32355,566261
32355,566452
32355,569195
32355,568938
32355,571981
32355,566603
32355,569944
33520,564972
33520,558768
33520,558904
33520,558912
33520,550380
33520,545263
33520,547677
33520,545704
33520,545792
33520,546037
33520,546177
33520,553062
33520,548888
33520,561250
33520,561348
33520,562316
33520,565381
33520,565340
33520,566140
33520,570329
33520,568938
33520,569944
33520,573952
33520,573988
33522,564972
33522,558768
33522,558904
33522,558912
33522,547320
33522,550380
33522,545263
33522,545662
33522,545792
33522,546037
33522,546177
33522,546308
33522,548888
33522,546512
33522,553942
33522,554950
33522,561250
33522,561348
33522,565381
33522,566140
33522,568938
33522,567806
33522,571305
33522,569944
33522,574313
23782,564981
23782,555426
23782,555863
23782,556456
23782,556005
23782,556187
23782,556774
23782,548615
23782,546435
23782,546674
23782,553843
23782,559062
23782,559868
23782,564136
23782,565621
23782,566085
23782,566482
23782,572101
23782,566699
23782,570184
23782,570194
34685,564968
34685,556570
27637,564993
27637,548300
27637,553123
27637,546566
27637,549689
27637,559445
27637,561086
27637,561690
27637,563808
27637,564164
27637,566020
27637,568134
27637,567315
27637,571337
27637,569827
27637,574073
549,564970
549,558759
549,546718
549,549727
549,552300
549,554842
549,559765
549,563796
549,573494
549,567150
611,564970
611,553502
611,549251
611,549727
611,549888
611,563127
611,568576
611,568881
611,568794
612,564970
612,550922
612,548425
612,551062
612,546097
612,548892
612,546745
612,549727
612,554459
612,559002
612,563928
612,565969
612,567362
612,568522
612,569066
612,566963
612,570208
612,574160
14239,564969
14239,558454
32647,564944
32647,560428
32647,560488
32647,556370
32647,555977
32647,558055
32647,545156
32647,545147
32647,545226
32647,547492
32647,547574
32647,547705
32647,547594
32647,548028
32647,551158
32647,551115
32647,548556
32647,548404
32647,550888
32647,548364
32647,548454
32647,553141
32647,551335
32647,548750
32647,553416
32647,548854
32647,546737
32647,553710
32647,552116
32647,552150
32647,552039
32647,559504
32647,559086
32647,559122
32647,559927
32647,560209
32647,560778
32647,561029
32647,562167
32647,562339
32647,563060
32647,563723
32647,565843
32647,565931
32647,566299
32647,566292
32647,572271
32647,567773
32647,568347
32647,569253
32647,570946
32647,569442
32647,569425
32647,566639
32647,566837
32647,566909
32647,571705
32647,574537
32647,574508
32647,571405
32647,568934
32647,569963
32647,545579
29492,564942
29492,546978
29492,554812
29492,559286
29492,563533
29492,563438
29492,565866
29492,567606
29492,568321
29492,568577
29492,567979
29492,568762
29492,569862
29492,569907
31882,564907
31882,555516
31882,558946
31882,555701
31882,555927
31882,553095
31882,553492
31882,551607
31882,559130
31882,559822
31882,561229
31882,561558
31882,562246
31882,562862
31882,563217
31882,563667
31882,564089
31882,565756
31882,570480
31882,567467
31882,570337
31882,568495
31882,572010
31882,571055
31882,570152
31882,571156
31882,573898
13423,564902
13423,555758
13423,545433
13423,548308
13423,546018
13423,551558
13423,553904
13423,549762
13423,550014
13423,552491
13423,554713
13423,559699
13423,562014
13423,563660
13423,565577
13423,566800
14522,564902
14522,554713
14522,566800
15443,564902
15443,558849
15443,556413
15443,556576
15443,550554
15443,548938
15443,549215
15443,546729
15443,547048
15443,549776
15443,554713
15443,559533
15443,560121
15443,562854
15443,563971
15443,564508
15443,565365
15443,573503
15443,568544
15443,566800
15443,567101
15443,574565
15443,571186
26187,564965
26188,564965
26211,564965
26211,574606
4068,564962
4068,547430
30288,564991
30288,545663
30288,548025
30288,548449
30288,559069
19341,564986
19341,547065
19341,552345
19341,554436
19341,561841
19341,562457
19341,563235
19341,563242
26951,564995
34329,564979
34329,547501
34329,562472
34329,563575
34329,565919
34329,568552
34745,564979
34745,565161
34745,547501
34745,554491
34745,559282
34745,565919
34745,569401
34745,568552
16018,564979
16018,558515
16018,547501
16018,565919
16018,569359
16018,568552
16851,564979
16851,547501
16851,561365
16851,565919
16851,568552
24663,564984
24663,566527
25336,564984
25336,547160
25336,566183
25336,566527
25337,564984
25337,566527
25337,566521
24164,564987
24164,548775
24164,548941
24164,551538
24164,560900
24164,563881
24164,569395
24164,567173
24164,570635
32380,564994
32380,558490
32380,555565
32380,550392
32380,545624
32380,550564
32380,548620
32380,545992
32380,547098
32380,549750
32380,549824
32380,554444
32380,562068
32380,563245
32380,566362
32380,572264
32380,570412
32380,568376
32380,568385
32380,568386
32380,568920
32380,570748
32380,569974
32380,574163
32380,574085
32381,564994
32381,558490
32381,558633
32381,555542
32381,555565
32381,545577
32381,545624
32381,550564
32381,548601
32381,548620
32381,552854
32381,549310
32381,547098
32381,555119
32381,549750
32381,549824
32381,552405
32381,554643
32381,559140
32381,560105
32381,562001
32381,561976
32381,562068
32381,563245
32381,566362
32381,572264
32381,573552
32381,570412
32381,568386
32381,572139
32381,569372
32381,568920
32381,570759
32381,570748
32381,571933
32381,571652
32381,574163
32381,573964
32381,574085
32385,564994
32385,558490
32385,555565
32385,555847
32385,545624
32385,550564
32385,548620
32385,547098
32385,549750
32385,549824
32385,554120
32385,559457
32385,562068
32385,563245
32385,564008
32385,566362
32385,572264
32385,570328
32385,570412
32385,568386
32385,568920
32385,570748
32385,574163
32385,574745
32385,574085
32785,564994
32785,558490
32785,555407
32785,555565
32785,545624
32785,550564
32785,548620
32785,546032
32785,553902
32785,547098
32785,549750
32785,549824
32785,552519
32785,559697
32785,562068
32785,563034
32785,563245
32785,564812
32785,566362
32785,572264
32785,573547
32785,573536
32785,567411
32785,570412
32785,568386
32785,570497
32785,568920
32785,566548
32785,570732
32785,570748
32785,567845
32785,574468
32785,574163
32785,573713
32785,574085
31112,564976
31112,547260
31112,573786
29798,565040
29798,555259
29798,556593
29798,556693
29798,550496
29798,551051
29798,554202
29798,563483
29798,565901
36519,565044
36519,545567
36519,555523
36519,556362
36519,556361
36519,556548
36519,556758
36519,547202
36519,547728
36519,547759
36519,545638
36519,550620
36519,545664
36519,548202
36519,548087
36519,552913
36519,551228
36519,548763
36519,552788
36519,553884
36519,552237
36519,554058
36519,559356
36519,559372
36519,559778
36519,559827
36519,560732
36519,561345
36519,561616
36519,561339
36519,561988
36519,562065
36519,562048
36519,562654
36519,562774
36519,563143
36519,563571
36519,563885
36519,565660
36519,566184
36519,572343
36519,572303
36519,566466
36519,568425
36519,570447
36519,571059
36519,569979
36519,571464
36519,573901
36519,573923
32870,565029
32870,564922
32870,560548
32870,553140
32870,548862
32870,546615
32870,555150
32870,559408
32870,559937
32870,562859
32870,563027
32870,564079
32870,565525
32870,568303
32870,566619
32870,574317
32952,565029
32952,564922
32952,560548
32952,545394
32952,543737
32952,548208
32952,553140
32952,548862
32952,549095
32952,549450
32952,554289
32952,559408
32952,562859
32952,563027
32952,564079
32952,568303
32952,570718
32952,574317
32953,565029
32953,564922
32953,560548
32953,546032
32953,553140
32953,548862
32953,553902
32953,559408
32953,559697
32953,560189
32953,562859
32953,563027
32953,564079
32953,564812
32953,568303
32953,573547
32953,570223
32953,570213
32953,567845
32953,574468
32953,574317
32954,565029
32954,564922
32954,560548
32954,552855
32954,553140
32954,548862
32954,549978
32954,554967
32954,559408
32954,562607
32954,562859
32954,563027
32954,563165
32954,564079
32954,568303
32954,567279
32954,566845
32954,574317
1039,565030
1039,554682
1039,564608
2449,565030
3335,565030
3335,555212
3335,545303
3335,550656
3335,546343
3335,546404
3335,551670
3335,552365
3335,574362
3335,574198
3335,571433
31169,565000
31169,548699
31169,554221
32109,565041
32109,558078
32109,554266
32109,550128
32109,554390
32109,559429
32109,561574
32109,572342
32109,570150
32109,574053
32287,565041
32287,558078
32326,565041
32326,565099
32326,558600
32326,555375
32326,555766
32326,556580
32326,558078
32326,545434
32326,554523
32326,559564
32326,561488
32326,572346
32326,570118
32326,567990
32711,565041
32711,558078
32711,548358
32711,549806
32711,560174
32711,562752
32711,569120
32711,573741
